Weekday,Start Time,End Time,Role,Event Name,Event Abbreviation,Event Type,Event Description
Wednesday,10:15 PM,10:30 PM,CN E,Lights out,LO,duty,A specific duty or task: Lights out.
Thursday,6:00 AM,7:10 AM,CN E,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,7:10 AM,7:20 AM,CN E,AC/CN Meeting,AM,meeting,"A scheduled meeting for coordination, planning, or discussion."
Thursday,7:20 AM,12:30 PM,CN E,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,12:30 PM,3:30 PM,CN E,Variety Show Support,VS,duty,A specific duty or task: Variety Show Support.
Thursday,3:30 PM,4:30 PM,CN E,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,4:30 PM,5:50 PM,CN E,Time-off,OF,break,Break time: Time-off.
Thursday,5:50 PM,10:15 PM,CN E,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,10:15 PM,10:30 PM,CN E,Lights Out,LO,duty,A specific duty or task: Lights Out.
Friday,6:00 AM,7:10 AM,CN E,No Duty,ND,free,Time without duty but still actively participating in the session.
Friday,7:10 AM,7:20 AM,CN E,AC/CN Meeting,AM,meeting,"A scheduled meeting for coordination, planning, or discussion."
Friday,7:20 AM,9:00 AM,CN E,No Duty,ND,free,Time without duty but still actively participating in the session.
Friday,9:00 AM,10:30 AM,CN E,Time-off,OF,break,Break time: Time-off.
Friday,10:30 AM,3:15 PM,CN E,No Duty,ND,free,Time without duty but still actively participating in the session.
Friday,3:15 PM,5:00 PM,CN E,Flex-Time Support,FS,duty,A specific duty or task: Flex-Time Support.
Friday,5:00 PM,6:15 PM,CN E,Time-off,OF,break,Break time: Time-off.
Friday,6:15 PM,10:15 PM,CN E,No Duty,ND,free,Time without duty but still actively participating in the session.
Friday,10:15 PM,10:30 PM,CN E,Lights Out,LO,duty,A specific duty or task: Lights Out.
Friday,10:30 PM,10:50 PM,CN E,Night Watch,NW,duty,A specific duty or task: Night Watch.
Saturday,6:30 AM,7:30 AM,CN E,No Duty,ND,free,Time without duty but still actively participating in the session.
Saturday,7:30 AM,7:45 AM,CN E,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Saturday,7:45 AM,8:30 AM,CN E,No Duty,ND,free,Time without duty but still actively participating in the session.
Sunday,6:00 PM,7:00 PM,CN F,No Duty,ND,free,Time without duty but still actively participating in the session.
Sunday,7:00 PM,7:50 PM,CN F,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Sunday,7:50 PM,8:00 PM,CN F,No Duty,ND,free,Time without duty but still actively participating in the session.
Sunday,8:00 PM,8:15 PM,CN F,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Sunday,8:15 PM,9:15 PM,CN F,Interviews,IN,free,Time without duty but still actively participating in the session.
Monday,7:30 AM,8:30 AM,CN F,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,8:30 AM,9:15 AM,CN F,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Monday,9:15 AM,10:00 AM,CN F,Interviews,IN,free,Time without duty but still actively participating in the session.
Monday,10:00 AM,11:00 AM,CN F,Check-In Set Up,CS,duty,A specific duty or task: Check-In Set Up.
Monday,11:00 AM,1:00 PM,CN F,Time-off,OF,break,Break time: Time-off.
Monday,1:00 PM,4:30 PM,CN F,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,4:30 PM,5:30 PM,CN F,Time-off,OF,break,Break time: Time-off.
Monday,5:30 PM,10:15 PM,CN F,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,10:15 PM,10:30 PM,CN F,Lights Out,LO,duty,A specific duty or task: Lights Out.
Tuesday,6:00 AM,7:10 AM,CN F,No Duty,ND,free,Time without duty but still actively participating in the session.
Tuesday,7:10 AM,7:20 AM,CN F,AC/CN Meeting,AM,meeting,"A scheduled meeting for coordination, planning, or discussion."
Tuesday,7:20 AM,9:00 AM,CN F,No Duty,ND,free,Time without duty but still actively participating in the session.
Tuesday,9:00 AM,11:30 AM,CN F,Time-off,OF,break,Break time: Time-off.
Tuesday,11:30 AM,12:30 PM,CN F,Class Support,CS,duty,A specific duty or task: Class Support.
Tuesday,12:30 PM,1:30 PM,CN F,No Duty,ND,free,Time without duty but still actively participating in the session.
Tuesday,1:30 PM,2:30 PM,CN F,CN Coordination Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Tuesday,2:30 PM,3:30 PM,CN F,Time-off,OF,break,Break time: Time-off.
Tuesday,3:30 PM,5:00 PM,CN F,Flex Time Support,FT,duty,A specific duty or task: Flex Time Support.
Tuesday,5:00 PM,10:15 PM,CN F,No Duty,ND,free,Time without duty but still actively participating in the session.
Tuesday,10:15 PM,10:30 PM,CN F,Lights Out,LO,duty,A specific duty or task: Lights Out.
Wednesday,6:00 AM,7:10 AM,CN F,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,7:10 AM,7:20 AM,CN F,AC/CN Meeting,AM,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,7:20 AM,10:30 AM,CN F,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,10:30 AM,11:30 AM,CN F,Class Support,CS,duty,A specific duty or task: Class Support.
Wednesday,11:30 AM,12:30 PM,CN F,Time-off,OF,break,Break time: Time-off.
Wednesday,12:30 PM,1:30 PM,CN F,Lunch Support,LS,duty,A specific duty or task: Lunch Support.
Wednesday,1:30 PM,2:30 PM,CN F,CN Coordination Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,2:30 PM,3:30 PM,CN F,Time-off,OF,break,Break time: Time-off.
Wednesday,3:30 PM,5:00 PM,CN F,Flex Time Support,FT,duty,A specific duty or task: Flex Time Support.
Wednesday,5:00 PM,6:00 PM,CN F,Time-off,OF,break,Break time: Time-off.
Wednesday,6:00 PM,10:15 PM,CN F,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,10:15 PM,10:30 PM,CN F,Lights out,LO,duty,A specific duty or task: Lights out.
Thursday,6:00 AM,7:10 AM,CN F,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,7:10 AM,7:20 AM,CN F,AC/CN Meeting,AM,meeting,"A scheduled meeting for coordination, planning, or discussion."
Thursday,7:20 AM,9:45 AM,CN F,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,9:45 AM,11:00 AM,CN F,YW Activity OR Time Off,YA,duty,A specific duty or task: YW Activity OR Time Off.
Thursday,11:00 AM,11:15 AM,CN F,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,11:15 AM,12:30 PM,CN F,YM Activity OR Time Off,YA,duty,A specific duty or task: YM Activity OR Time Off.
Thursday,12:30 PM,1:30 PM,CN F,Lunch Support,LS,duty,A specific duty or task: Lunch Support.
Thursday,1:30 PM,10:15 PM,CN F,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,10:15 PM,10:30 PM,CN F,Lights Out,LO,duty,A specific duty or task: Lights Out.
Friday,6:00 AM,7:10 AM,CN F,No Duty,ND,free,Time without duty but still actively participating in the session.
Friday,7:10 AM,7:20 AM,CN F,AC/CN Meeting,AM,meeting,"A scheduled meeting for coordination, planning, or discussion."
Friday,7:20 AM,12:30 PM,CN F,No Duty,ND,free,Time without duty but still actively participating in the session.
Friday,12:30 PM,1:30 PM,CN F,Lunch Support,LS,duty,A specific duty or task: Lunch Support.
Friday,1:30 PM,2:45 PM,CN F,Time-off,OF,break,Break time: Time-off.
Friday,2:45 PM,8:00 PM,CN F,No Duty,ND,free,Time without duty but still actively participating in the session.
Friday,8:00 PM,8:45 PM,CN F,Time-off,OF,break,Break time: Time-off.
Friday,8:45 PM,10:15 PM,CN F,No Duty,ND,free,Time without duty but still actively participating in the session.
Friday,10:15 PM,10:30 PM,CN F,Lights Out,LO,duty,A specific duty or task: Lights Out.
Friday,10:30 PM,10:50 PM,CN F,Night Watch,NW,duty,A specific duty or task: Night Watch.
Saturday,6:30 AM,7:30 AM,CN F,No Duty,ND,free,Time without duty but still actively participating in the session.
Saturday,7:30 AM,7:45 AM,CN F,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Saturday,7:45 AM,8:30 AM,CN F,No Duty,ND,free,Time without duty but still actively participating in the session.
Sunday,6:00 PM,7:00 PM,CN G,No Duty,ND,free,Time without duty but still actively participating in the session.
Sunday,7:00 PM,7:50 PM,CN G,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Sunday,7:50 PM,8:00 PM,CN G,No Duty,ND,free,Time without duty but still actively participating in the session.
Sunday,8:00 PM,8:15 PM,CN G,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Sunday,8:15 PM,9:15 PM,CN G,Interviews,IN,free,Time without duty but still actively participating in the session.
Monday,7:30 AM,8:30 AM,CN G,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,8:30 AM,9:15 AM,CN G,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Monday,9:15 AM,10:00 AM,CN G,Interviews,IN,free,Time without duty but still actively participating in the session.
Monday,10:00 AM,11:00 AM,CN G,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,11:00 AM,12:00 PM,CN G,Check-in #1,C1,duty,A specific duty or task: Check-in #1.
Monday,12:00 PM,1:00 PM,CN G,Time-off,OF,break,Break time: Time-off.
Monday,1:00 PM,6:00 PM,CN G,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,6:00 PM,7:00 PM,CN G,Time-off,OF,break,Break time: Time-off.
Monday,7:00 PM,10:15 PM,CN G,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,10:15 PM,10:30 PM,CN G,Lights Out,LO,duty,A specific duty or task: Lights Out.
Tuesday,6:00 AM,7:10 AM,CN G,No Duty,ND,free,Time without duty but still actively participating in the session.
Tuesday,7:10 AM,7:20 AM,CN G,AC/CN Meeting,AM,meeting,"A scheduled meeting for coordination, planning, or discussion."
Tuesday,7:20 AM,10:30 AM,CN G,No Duty,ND,free,Time without duty but still actively participating in the session.
Tuesday,10:30 AM,11:30 AM,CN G,Class Support,CS,duty,A specific duty or task: Class Support.
Tuesday,11:30 AM,12:30 PM,CN G,CN Coordination Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Tuesday,12:30 PM,2:30 PM,CN G,Time-off,OF,break,Break time: Time-off.
Tuesday,2:30 PM,3:30 PM,CN G,Class Support,CS,duty,A specific duty or task: Class Support.
Tuesday,3:30 PM,5:00 PM,CN G,No Duty,ND,free,Time without duty but still actively participating in the session.
Tuesday,5:00 PM,6:00 PM,CN G,Time-off,OF,break,Break time: Time-off.
Tuesday,6:00 PM,10:15 PM,CN G,No Duty,ND,free,Time without duty but still actively participating in the session.
Tuesday,10:15 PM,10:30 PM,CN G,Lights Out,LO,duty,A specific duty or task: Lights Out.
Wednesday,6:00 AM,7:10 AM,CN G,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,7:10 AM,7:20 AM,CN G,AC/CN Meeting,AM,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,7:20 AM,9:00 AM,CN G,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,9:00 AM,10:30 AM,CN G,Time-off,OF,break,Break time: Time-off.
Wednesday,10:30 AM,11:30 AM,CN G,Class Support,CS,duty,A specific duty or task: Class Support.
Wednesday,11:30 AM,12:30 PM,CN G,CN Coordination Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,12:30 PM,1:30 PM,CN G,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,1:30 PM,2:30 PM,CN G,Time-off,OF,break,Break time: Time-off.
Wednesday,2:30 PM,4:30 PM,CN G,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,4:30 PM,6:00 PM,CN G,Dinner Support,DS,duty,A specific duty or task: Dinner Support.
Wednesday,6:00 PM,10:15 PM,CN G,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,10:15 PM,10:30 PM,CN G,Lights out,LO,duty,A specific duty or task: Lights out.
Thursday,6:00 AM,7:10 AM,CN G,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,7:10 AM,7:20 AM,CN G,AC/CN Meeting,AM,meeting,"A scheduled meeting for coordination, planning, or discussion."
Thursday,7:20 AM,9:45 AM,CN G,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,9:45 AM,11:00 AM,CN G,YW Activity OR Time Off,YA,duty,A specific duty or task: YW Activity OR Time Off.
Thursday,11:00 AM,11:15 AM,CN G,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,11:15 AM,12:30 PM,CN G,YM Activity OR Time Off,YA,duty,A specific duty or task: YM Activity OR Time Off.
Thursday,12:30 PM,5:50 PM,CN G,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,5:50 PM,7:30 PM,CN G,Time-off,OF,break,Break time: Time-off.
Thursday,7:30 PM,10:15 PM,CN G,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,10:15 PM,10:30 PM,CN G,Lights Out,LO,duty,A specific duty or task: Lights Out.
Friday,6:00 AM,7:10 AM,CN G,No Duty,ND,free,Time without duty but still actively participating in the session.
Friday,7:10 AM,7:20 AM,CN G,AC/CN Meeting,AM,meeting,"A scheduled meeting for coordination, planning, or discussion."
Friday,7:20 AM,1:30 PM,CN G,No Duty,ND,free,Time without duty but still actively participating in the session.
Friday,1:30 PM,2:45 PM,CN G,Time-off,OF,break,Break time: Time-off.
Friday,2:45 PM,4:30 PM,CN G,No Duty,ND,free,Time without duty but still actively participating in the session.
Friday,4:30 PM,6:00 PM,CN G,Dinner Support,DS,duty,A specific duty or task: Dinner Support.
Friday,6:00 PM,7:00 PM,CN G,No Duty,ND,free,Time without duty but still actively participating in the session.
Friday,7:00 PM,8:00 PM,CN G,Dance Support,DS,duty,A specific duty or task: Dance Support.
Friday,8:00 PM,10:15 PM,CN G,No Duty,ND,free,Time without duty but still actively participating in the session.
Friday,10:15 PM,10:30 PM,CN G,Lights Out,LO,duty,A specific duty or task: Lights Out.
Friday,10:30 PM,10:50 PM,CN G,Night Watch,NW,duty,A specific duty or task: Night Watch.
Saturday,6:30 AM,7:30 AM,CN G,No Duty,ND,free,Time without duty but still actively participating in the session.
Saturday,7:30 AM,7:45 AM,CN G,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Saturday,7:45 AM,8:30 AM,CN G,No Duty,ND,free,Time without duty but still actively participating in the session.
Sunday,6:00 PM,7:00 PM,CN H,No Duty,ND,free,Time without duty but still actively participating in the session.
Sunday,7:00 PM,7:50 PM,CN H,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Sunday,7:50 PM,8:00 PM,CN H,No Duty,ND,free,Time without duty but still actively participating in the session.
Sunday,8:00 PM,8:15 PM,CN H,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Sunday,8:15 PM,9:15 PM,CN H,Interviews,IN,free,Time without duty but still actively participating in the session.
Monday,7:30 AM,8:30 AM,CN H,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,8:30 AM,9:15 AM,CN H,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Monday,9:15 AM,10:00 AM,CN H,Interviews,IN,free,Time without duty but still actively participating in the session.
Monday,10:00 AM,11:00 AM,CN H,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,11:00 AM,12:00 PM,CN H,Time-off,OF,break,Break time: Time-off.
Monday,12:00 PM,1:00 PM,CN H,Check-in #2,C2,duty,A specific duty or task: Check-in #2.
Monday,1:00 PM,4:30 PM,CN H,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,4:30 PM,5:30 PM,CN H,Time-off,OF,break,Break time: Time-off.
Monday,5:30 PM,10:15 PM,CN H,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,10:15 PM,10:30 PM,CN H,Lights Out,LO,duty,A specific duty or task: Lights Out.
Tuesday,6:00 AM,7:10 AM,CN H,No Duty,ND,free,Time without duty but still actively participating in the session.
Tuesday,7:10 AM,7:20 AM,CN H,AC/CN Meeting,AM,meeting,"A scheduled meeting for coordination, planning, or discussion."
Tuesday,7:20 AM,9:00 AM,CN H,No Duty,ND,free,Time without duty but still actively participating in the session.
Tuesday,9:00 AM,10:30 AM,CN H,Time-off,OF,break,Break time: Time-off.
Tuesday,10:30 AM,11:30 AM,CN H,Class Support,CS,duty,A specific duty or task: Class Support.
Tuesday,11:30 AM,12:30 PM,CN H,CN Coordination Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Tuesday,12:30 PM,1:30 PM,CN H,Lunch Support,LS,duty,A specific duty or task: Lunch Support.
Tuesday,1:30 PM,1:45 PM,CN H,No Duty,ND,free,Time without duty but still actively participating in the session.
Tuesday,1:45 PM,3:30 PM,CN H,Time-off,OF,break,Break time: Time-off.
Tuesday,3:30 PM,7:45 PM,CN H,No Duty,ND,free,Time without duty but still actively participating in the session.
Tuesday,7:45 PM,8:45 PM,CN H,Dance Support,DS,duty,A specific duty or task: Dance Support.
Tuesday,8:45 PM,10:15 PM,CN H,No Duty,ND,free,Time without duty but still actively participating in the session.
Tuesday,10:15 PM,10:30 PM,CN H,Lights Out,LO,duty,A specific duty or task: Lights Out.
Wednesday,6:00 AM,7:10 AM,CN H,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,7:10 AM,7:20 AM,CN H,AC/CN Meeting,AM,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,7:20 AM,10:30 AM,CN H,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,10:30 AM,11:30 AM,CN H,Class Support,CS,duty,A specific duty or task: Class Support.
Wednesday,11:30 AM,12:30 PM,CN H,CN Coordination Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,12:30 PM,2:30 PM,CN H,Time-off,OF,break,Break time: Time-off.
Wednesday,2:30 PM,3:30 PM,CN H,Class Support,CS,duty,A specific duty or task: Class Support.
Wednesday,3:30 PM,4:30 PM,CN H,Time-off,OF,break,Break time: Time-off.
Wednesday,4:30 PM,10:15 PM,CN H,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,10:15 PM,10:30 PM,CN H,Lights out,LO,duty,A specific duty or task: Lights out.
Thursday,6:00 AM,7:10 AM,CN H,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,7:10 AM,7:20 AM,CN H,AC/CN Meeting,AM,meeting,"A scheduled meeting for coordination, planning, or discussion."
Thursday,7:20 AM,1:30 PM,CN H,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,1:30 PM,3:30 PM,CN H,Time-off,OF,break,Break time: Time-off.
Thursday,3:30 PM,4:30 PM,CN H,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,4:30 PM,5:50 PM,CN H,Dinner Support,DS,duty,A specific duty or task: Dinner Support.
Thursday,5:50 PM,10:15 PM,CN H,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,10:15 PM,10:30 PM,CN H,Lights Out,LO,duty,A specific duty or task: Lights Out.
Friday,6:00 AM,7:10 AM,CN H,No Duty,ND,free,Time without duty but still actively participating in the session.
Friday,7:10 AM,7:20 AM,CN H,AC/CN Meeting,AM,meeting,"A scheduled meeting for coordination, planning, or discussion."
Friday,7:20 AM,9:00 AM,CN H,No Duty,ND,free,Time without duty but still actively participating in the session.
Friday,9:00 AM,10:30 AM,CN H,Time-off,OF,break,Break time: Time-off.
Friday,10:30 AM,12:30 PM,CN H,No Duty,ND,free,Time without duty but still actively participating in the session.
Friday,12:30 PM,1:30 PM,CN H,Time-off,OF,break,Break time: Time-off.
Friday,1:30 PM,6:00 PM,CN H,No Duty,ND,free,Time without duty but still actively participating in the session.
Friday,6:00 PM,7:00 PM,CN H,Dance Support,DS,duty,A specific duty or task: Dance Support.
Friday,7:00 PM,10:15 PM,CN H,No Duty,ND,free,Time without duty but still actively participating in the session.
Friday,10:15 PM,10:30 PM,CN H,Lights Out,LO,duty,A specific duty or task: Lights Out.
Friday,10:30 PM,10:50 PM,CN H,Night Watch,NW,duty,A specific duty or task: Night Watch.
Saturday,6:30 AM,7:30 AM,CN H,No Duty,ND,free,Time without duty but still actively participating in the session.
Saturday,7:30 AM,7:45 AM,CN H,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Saturday,7:45 AM,8:30 AM,CN H,No Duty,ND,free,Time without duty but still actively participating in the session.
Sunday,6:00 PM,6:45 PM,AC 1,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Sunday,6:45 PM,7:00 PM,AC 1,No Duty,ND,free,Time without duty but still actively participating in the session.
Sunday,7:00 PM,7:50 PM,AC 1,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Sunday,7:50 PM,8:00 PM,AC 1,No Duty,ND,free,Time without duty but still actively participating in the session.
Sunday,8:00 PM,8:15 PM,AC 1,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Sunday,8:15 PM,9:15 PM,AC 1,Interviews,IN,free,Time without duty but still actively participating in the session.
Monday,7:30 AM,8:00 AM,AC 1,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,8:00 AM,8:25 AM,AC 1,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Monday,8:25 AM,8:30 AM,AC 1,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,8:30 AM,9:15 AM,AC 1,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Monday,9:15 AM,10:00 AM,AC 1,Interviews,IN,free,Time without duty but still actively participating in the session.
Monday,10:00 AM,12:00 PM,AC 1,Bus Arrival,BA,duty,A specific duty or task: Bus Arrival.
Monday,12:00 PM,1:00 PM,AC 1,Time-off,OF,break,Break time: Time-off.
Monday,1:00 PM,4:30 PM,AC 1,Site-office,SO,duty,A specific duty or task: Site-office.
Monday,4:30 PM,6:00 PM,AC 1,Dinner Support,DS,duty,A specific duty or task: Dinner Support.
Monday,6:00 PM,6:15 PM,AC 1,Seating Support,SS,duty,A specific duty or task: Seating Support.
Monday,6:15 PM,8:00 PM,AC 1,Time-off,OF,break,Break time: Time-off.
Monday,8:00 PM,9:30 PM,AC 1,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,9:30 PM,10:15 PM,AC 1,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Monday,10:15 PM,10:30 PM,AC 1,Lights Out,LO,duty,A specific duty or task: Lights Out.
Tuesday,6:00 AM,7:10 AM,AC 1,No Duty,ND,free,Time without duty but still actively participating in the session.
Tuesday,7:10 AM,7:20 AM,AC 1,AC/CN Meeting,AM,meeting,"A scheduled meeting for coordination, planning, or discussion."
Tuesday,7:20 AM,8:30 AM,AC 1,Breakfast Support,BS,duty,A specific duty or task: Breakfast Support.
Tuesday,8:30 AM,9:00 AM,AC 1,No Duty,ND,free,Time without duty but still actively participating in the session.
Tuesday,9:00 AM,9:30 AM,AC 1,Time-off,OF,break,Break time: Time-off.
Tuesday,9:30 AM,9:45 AM,AC 1,Seating Support,SS,duty,A specific duty or task: Seating Support.
Tuesday,9:45 AM,10:15 AM,AC 1,Time-off,OF,break,Break time: Time-off.
Tuesday,10:15 AM,10:30 AM,AC 1,No Duty,ND,free,Time without duty but still actively participating in the session.
Tuesday,10:30 AM,11:30 AM,AC 1,CN Coordination Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Tuesday,11:30 AM,12:15 PM,AC 1,Time-off,OF,break,Break time: Time-off.
Tuesday,12:15 PM,1:30 PM,AC 1,Musical Program Coordinator,MP,duty,A specific duty or task: Musical Program Coordinator.
Tuesday,1:30 PM,2:45 PM,AC 1,Time-off,OF,break,Break time: Time-off.
Tuesday,2:45 PM,3:30 PM,AC 1,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Tuesday,3:30 PM,5:00 PM,AC 1,Musical Program Coordinator,MP,duty,A specific duty or task: Musical Program Coordinator.
Tuesday,5:00 PM,6:00 PM,AC 1,Time-off,OF,break,Break time: Time-off.
Tuesday,6:00 PM,6:30 PM,AC 1,No Duty,ND,free,Time without duty but still actively participating in the session.
Tuesday,6:30 PM,8:45 PM,AC 1,Dance Accomodations,DA,duty,A specific duty or task: Dance Accomodations.
Tuesday,8:45 PM,9:30 PM,AC 1,No Duty,ND,free,Time without duty but still actively participating in the session.
Tuesday,9:30 PM,10:15 PM,AC 1,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Tuesday,10:15 PM,10:30 PM,AC 1,Lights Out,LO,duty,A specific duty or task: Lights Out.
Wednesday,6:00 AM,7:10 AM,AC 1,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,7:10 AM,7:20 AM,AC 1,AC/CN Meeting,AM,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,7:20 AM,8:30 AM,AC 1,Time-off,OF,break,Break time: Time-off.
Wednesday,8:30 AM,9:00 AM,AC 1,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,9:00 AM,9:30 AM,AC 1,Time-off,OF,break,Break time: Time-off.
Wednesday,9:30 AM,9:45 AM,AC 1,Seating Support,SS,duty,A specific duty or task: Seating Support.
Wednesday,9:45 AM,10:30 AM,AC 1,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,10:30 AM,11:30 AM,AC 1,CN Coordination Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,11:30 AM,12:15 PM,AC 1,Time-off,OF,break,Break time: Time-off.
Wednesday,12:15 PM,12:30 PM,AC 1,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,12:30 PM,1:30 PM,AC 1,Music Program Coordinator,MP,duty,A specific duty or task: Music Program Coordinator.
Wednesday,1:30 PM,2:45 PM,AC 1,Time-off,OF,break,Break time: Time-off.
Wednesday,2:45 PM,3:30 PM,AC 1,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,3:30 PM,5:00 PM,AC 1,Musical Program Coordinator,MP,duty,A specific duty or task: Musical Program Coordinator.
Wednesday,5:00 PM,6:30 PM,AC 1,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,6:30 PM,8:00 PM,AC 1,Games Night Accomodations,GN,duty,A specific duty or task: Games Night Accomodations.
Wednesday,8:00 PM,9:30 PM,AC 1,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,9:30 PM,10:15 PM,AC 1,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,10:15 PM,10:30 PM,AC 1,Lights out,LO,duty,A specific duty or task: Lights out.
Thursday,6:00 AM,7:00 AM,AC 1,Exercise Coordinator,EC,duty,A specific duty or task: Exercise Coordinator.
Thursday,7:00 AM,7:10 AM,AC 1,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,7:10 AM,7:20 AM,AC 1,AC/CN Meeting,AM,meeting,"A scheduled meeting for coordination, planning, or discussion."
Thursday,7:20 AM,8:30 AM,AC 1,Time-off,OF,break,Break time: Time-off.
Thursday,8:30 AM,9:30 AM,AC 1,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,9:30 AM,12:30 PM,AC 1,YM//YW Activity Support,YA,duty,A specific duty or task: YM//YW Activity Support.
Thursday,12:30 PM,1:30 PM,AC 1,Musical Program Coordinator,MP,duty,A specific duty or task: Musical Program Coordinator.
Thursday,1:30 PM,2:00 PM,AC 1,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,2:00 PM,2:15 PM,AC 1,Seating Support,SS,duty,A specific duty or task: Seating Support.
