,CN A,CN B,CN C,CN D,CN E,CN F,CN G,CN H,AC 1,AC 2,AC 3,AC 4,AC 5,AC 6,AC 7,AC 8
1:55,Time-off,,,Time-off,,Time-off,Time-off,,Time-off,Showcase Support,Site Office,,Showcase Support,Time-off,Slideshow,Showcase Coordinator
2:00,Time-off,,,Time-off,,Time-off,Time-off,,Time-off,Showcase Support,Site Office,,Showcase Support,Time-off,Slideshow,Showcase Coordinator
2:05,Time-off,,,Time-off,,Time-off,Time-off,,Time-off,Showcase Support,Site Office,,Showcase Support,Time-off,Slideshow,Showcase Coordinator
2:10,Time-off,,,Time-off,,Time-off,Time-off,,Time-off,Showcase Support,Site Office,,Showcase Support,Time-off,Slideshow,Showcase Coordinator
2:15,Time-off,,,Time-off,,Time-off,Time-off,,Time-off,Showcase Support,Site Office,,Showcase Support,Time-off,Slideshow,Showcase Coordinator
2:20,Time-off,,,Time-off,,Time-off,Time-off,,Time-off,Showcase Support,Site Office,,Showcase Support,Time-off,Slideshow,Showcase Coordinator
2:25,Time-off,,,Time-off,,Time-off,Time-off,,Time-off,Showcase Support,Site Office,,Showcase Support,Time-off,Slideshow,Showcase Coordinator
2:30,Time-off,,,Time-off,,Time-off,Time-off,,Time-off,Showcase Support,Site Office,,Showcase Support,Time-off,Slideshow,Showcase Coordinator
2:35,Time-off,,,Time-off,,Time-off,Time-off,,Time-off,Showcase Support,Site Office,,Showcase Support,Time-off,Slideshow,Showcase Coordinator
2:40,Time-off,,,Time-off,,Time-off,Time-off,,Time-off,Showcase Support,Site Office,,Showcase Support,Time-off,Slideshow,Showcase Coordinator
2:45,,,,,,,,,Time-off,,Site Office,,,Time-off,Time-off,Time-off
2:50,,,,,,,,,Time-off,,Site Office,,,Time-off,Time-off,Time-off
2:55,,,,,,,,,Time-off,,Site Office,,,Time-off,Time-off,Time-off
3:00,,,,,,,,,Time-off,,Site Office,,,Time-off,Time-off,Time-off
3:05,,,,,,,,,Time-off,,Site Office,,,Time-off,Time-off,Time-off
3:10,,,,,,,,,Time-off,,Site Office,,,Time-off,Time-off,Time-off
3:15,,,Flex-Time Support,,Flex-Time Support,,,,Time-off,,Site Office,,,Time-off,Time-off,Time-off
3:20,,,Flex-Time Support,,Flex-Time Support,,,,Time-off,,Site Office,,,Time-off,Time-off,Time-off
3:25,,,Flex-Time Support,,Flex-Time Support,,,,Time-off,,Site Office,,,Time-off,Time-off,Time-off
3:30,,,Flex-Time Support,,Flex-Time Support,,,,,Time-off,Site Office,Flex Time Coordinator,Time-off,,Time-off,Time-off
3:35,,,Flex-Time Support,,Flex-Time Support,,,,,Time-off,Site Office,Flex Time Coordinator,Time-off,,Time-off,Time-off
3:40,,,Flex-Time Support,,Flex-Time Support,,,,,Time-off,Site Office,Flex Time Coordinator,Time-off,,Time-off,Time-off
3:45,,,Flex-Time Support,,Flex-Time Support,,,,,Time-off,Site Office,Flex Time Coordinator,Time-off,,Time-off,Time-off
3:50,,,Flex-Time Support,,Flex-Time Support,,,,,Time-off,Site Office,Flex Time Coordinator,Time-off,,Time-off,Time-off
3:55,,,Flex-Time Support,,Flex-Time Support,,,,,Time-off,Site Office,Flex Time Coordinator,Time-off,,Time-off,Time-off
4:00,,,Flex-Time Support,,Flex-Time Support,,,,,Time-off,Site Office,Flex Time Coordinator,Time-off,,Time-off,Time-off
4:05,,,Flex-Time Support,,Flex-Time Support,,,,,Time-off,Site Office,Flex Time Coordinator,Time-off,,Time-off,Time-off
4:10,,,Flex-Time Support,,Flex-Time Support,,,,,Time-off,Site Office,Flex Time Coordinator,Time-off,,Time-off,Time-off
4:15,,,Flex-Time Support,,Flex-Time Support,,,,,Time-off,Site Office,Flex Time Coordinator,Time-off,,,Dinner Coordinator
4:20,,,Flex-Time Support,,Flex-Time Support,,,,,Time-off,Site Office,Flex Time Coordinator,Time-off,,,Dinner Coordinator
4:25,,,Flex-Time Support,,Flex-Time Support,,,,,Time-off,Site Office,Flex Time Coordinator,Time-off,,,Dinner Coordinator
4:30,,,Flex-Time Support,,Flex-Time Support,,Dinner Support,,,,Site Office,Flex Time Coordinator,Time-off,,,Dinner Coordinator
4:35,,,Flex-Time Support,,Flex-Time Support,,Dinner Support,,,,Site Office,Flex Time Coordinator,Time-off,,,Dinner Coordinator
4:40,,,Flex-Time Support,,Flex-Time Support,,Dinner Support,,,,Site Office,Flex Time Coordinator,Time-off,,,Dinner Coordinator
4:45,,,Flex-Time Support,,Flex-Time Support,,Dinner Support,,,,Site Office,Flex Time Coordinator,Time-off,,,Dinner Coordinator
4:50,,,Flex-Time Support,,Flex-Time Support,,Dinner Support,,,,Site Office,Flex Time Coordinator,Time-off,,,Dinner Coordinator
4:55,,,Flex-Time Support,,Flex-Time Support,,Dinner Support,,,,Site Office,Flex Time Coordinator,Time-off,,,Dinner Coordinator
5:00,Time-off,,,,Time-off,,Dinner Support,,,,Site Office,Flex Time Coordinator,Time-off,,,Dinner Coordinator
5:05,Time-off,,,,Time-off,,Dinner Support,,,,Site Office,Flex Time Coordinator,Time-off,,,Dinner Coordinator
5:10,Time-off,,,,Time-off,,Dinner Support,,,,Site Office,Flex Time Coordinator,Time-off,,,Dinner Coordinator
5:15,Time-off,,,,Time-off,,Dinner Support,,,,Site Office,Flex Time Coordinator,Time-off,,,Dinner Coordinator
5:20,Time-off,,,,Time-off,,Dinner Support,,,,Site Office,Flex Time Coordinator,Time-off,,,Dinner Coordinator
5:25,Time-off,,,,Time-off,,Dinner Support,,,,Site Office,Flex Time Coordinator,Time-off,,,Dinner Coordinator
5:30,Time-off,,,,Time-off,,Dinner Support,,,,,Flex Time Coordinator,Site Office,Site Office,,Dinner Coordinator
5:35,Time-off,,,,Time-off,,Dinner Support,,,,,Flex Time Coordinator,Site Office,Site Office,,Dinner Coordinator
5:40,Time-off,,,,Time-off,,Dinner Support,,,,,Flex Time Coordinator,Site Office,Site Office,,Dinner Coordinator
5:45,Time-off,,,,Time-off,,Dinner Support,,Dance Coordinator,Dance DJ,,Flex Time Coordinator,Site Office,Site Office,Dance Accomodations,Dinner Coordinator
5:50,Time-off,,,,Time-off,,Dinner Support,,Dance Coordinator,Dance DJ,,Flex Time Coordinator,Site Office,Site Office,Dance Accomodations,Dinner Coordinator
5:55,Time-off,,,,Time-off,,Dinner Support,,Dance Coordinator,Dance DJ,,Flex Time Coordinator,Site Office,Site Office,Dance Accomodations,Dinner Coordinator
6:00,Time-off,,,Dance Support,Time-off,,,Dance Support,Dance Coordinator,Dance DJ,,,Site Office,Site Office,Dance Accomodations,
6:05,Time-off,,,Dance Support,Time-off,,,Dance Support,Dance Coordinator,Dance DJ,,,Site Office,Site Office,Dance Accomodations,
6:10,Time-off,,,Dance Support,Time-off,,,Dance Support,Dance Coordinator,Dance DJ,,,Site Office,Site Office,Dance Accomodations,
6:15,,,,Dance Support,,,,Dance Support,Dance Coordinator,Dance DJ,,,Site Office,Site Office,Dance Accomodations,
6:20,,,,Dance Support,,,,Dance Support,Dance Coordinator,Dance DJ,,,Site Office,Site Office,Dance Accomodations,
6:25,,,,Dance Support,,,,Dance Support,Dance Coordinator,Dance DJ,,,Site Office,Site Office,Dance Accomodations,
6:30,,,,Dance Support,,,,Dance Support,Dance Coordinator,Dance DJ,,,Site Office,Site Office,Dance Accomodations,
6:35,,,,Dance Support,,,,Dance Support,Dance Coordinator,Dance DJ,,,Site Office,Site Office,Dance Accomodations,
6:40,,,,Dance Support,,,,Dance Support,Dance Coordinator,Dance DJ,,,Site Office,Site Office,Dance Accomodations,
6:45,,,,Dance Support,,,,Dance Support,Dance Coordinator,Dance DJ,,,Site Office,Site Office,Dance Accomodations,
6:50,,,,Dance Support,,,,Dance Support,Dance Coordinator,Dance DJ,,,Site Office,Site Office,Dance Accomodations,
6:55,,,,Dance Support,,,,Dance Support,Dance Coordinator,Dance DJ,,,Site Office,Site Office,Dance Accomodations,
7:00,Dance Support,,,,,,Dance Support,,Dance Coordinator,Dance DJ,,,Site Office,Site Office,Dance Accomodations,
7:05,Dance Support,,,,,,Dance Support,,Dance Coordinator,Dance DJ,,,Site Office,Site Office,Dance Accomodations,
7:10,Dance Support,,,,,,Dance Support,,Dance Coordinator,Dance DJ,,,Site Office,Site Office,Dance Accomodations,
7:15,Dance Support,,,,,,Dance Support,,Dance Coordinator,Dance DJ,,,Site Office,Site Office,Dance Accomodations,
7:20,Dance Support,,,,,,Dance Support,,Dance Coordinator,Dance DJ,,,Site Office,Site Office,Dance Accomodations,
7:25,Dance Support,,,,,,Dance Support,,Dance Coordinator,Dance DJ,,,Site Office,Site Office,Dance Accomodations,
7:30,Dance Support,,,,,,Dance Support,,Dance Coordinator,Dance DJ,,,Site Office,Site Office,Dance Accomodations,
7:35,Dance Support,,,,,,Dance Support,,Dance Coordinator,Dance DJ,,,Site Office,Site Office,Dance Accomodations,
7:40,Dance Support,,,,,,Dance Support,,Dance Coordinator,Dance DJ,,,Site Office,Site Office,Dance Accomodations,
7:45,Dance Support,,,,,,Dance Support,,Dance Coordinator,Dance DJ,,,Site Office,Site Office,Dance Accomodations,
7:50,Dance Support,,,,,,Dance Support,,Dance Coordinator,Dance DJ,,,Site Office,Site Office,Dance Accomodations,
7:55,Dance Support,,,,,,Dance Support,,Dance Coordinator,Dance DJ,,,Site Office,Site Office,Dance Accomodations,
8:00,,Time-off,Time-off,,,Time-off,,,,Time-off,,Time-off,Site Office,Site Office,Time-off,
8:05,,Time-off,Time-off,,,Time-off,,,,Time-off,,Time-off,Site Office,Site Office,Time-off,
8:10,,Time-off,Time-off,,,Time-off,,,,Time-off,,Time-off,Site Office,Site Office,Time-off,
8:15,,Time-off,Time-off,,,Time-off,,,,Time-off,,Time-off,Site Office,Site Office,Time-off,
8:20,,Time-off,Time-off,,,Time-off,,,,Time-off,,Time-off,Site Office,Site Office,Time-off,
8:25,,Time-off,Time-off,,,Time-off,,,,Time-off,,Time-off,Site Office,Site Office,Time-off,
8:30,,Time-off,Time-off,,,Time-off,,,,Time-off,,Time-off,Site Office,Site Office,Time-off,
8:35,,Time-off,Time-off,,,Time-off,,,,Time-off,,Time-off,Site Office,Site Office,Time-off,
8:40,,Time-off,Time-off,,,Time-off,,,,Time-off,,Time-off,Site Office,Site Office,Time-off,
8:45,,,,,,,,,,Time-off,,Time-off,Site Office,Site Office,Time-off,
8:50,,,,,,,,,,Time-off,,Time-off,Site Office,Site Office,Time-off,
8:55,,,,,,,,,,Time-off,,Time-off,Site Office,Site Office,Time-off,
9:00,,,,,,,,,,,,,Site Office,Site Office,,
9:05,,,,,,,,,,,,,Site Office,Site Office,,
9:10,,,,,,,,,,,,,Site Office,Site Office,,
9:15,,,,,,,,,,,,,Site Office,Site Office,,
9:20,,,,,,,,,,,,,Site Office,Site Office,,
9:25,,,,,,,,,,,,,Site Office,Site Office,,
9:30,,,,,,,,,Meeting,Meeting,Meeting,Meeting,Site Office,Site Office,Meeting,Meeting
9:35,,,,,,,,,Meeting,Meeting,Meeting,Meeting,Site Office,Site Office,Meeting,Meeting
9:40,,,,,,,,,Meeting,Meeting,Meeting,Meeting,Site Office,Site Office,Meeting,Meeting
9:45,,,,,,,,,Meeting,Meeting,Meeting,Meeting,Site Office,Site Office,Meeting,Meeting
9:50,,,,,,,,,Meeting,Meeting,Meeting,Meeting,Site Office,Site Office,Meeting,Meeting
9:55,,,,,,,,,Meeting,Meeting,Meeting,Meeting,Site Office,Site Office,Meeting,Meeting
10:00,,,,,,,,,Meeting,Meeting,Meeting,Meeting,Site Office,Site Office,Meeting,Meeting
10:05,,,,,,,,,Meeting,Meeting,Meeting,Meeting,Site Office,Site Office,Meeting,Meeting
10:10,,,,,,,,,Meeting,Meeting,Meeting,Meeting,Site Office,Site Office,Meeting,Meeting
10:15,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Night Watch Coordinator
10:20,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Night Watch Coordinator
10:25,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Night Watch Coordinator
10:30,Night Watch,Night Watch,Night Watch,Night Watch,Night Watch,Night Watch,Night Watch,Night Watch,Night Watch Support,Night Watch Support,Night Watch Support,Night Watch Support,Night Watch Support,Night Watch Support,Night Watch Support,Night Watch Coordinator
10:35,Night Watch,Night Watch,Night Watch,Night Watch,Night Watch,Night Watch,Night Watch,Night Watch,Night Watch Support,Night Watch Support,Night Watch Support,Night Watch Support,Night Watch Support,Night Watch Support,Night Watch Support,Night Watch Coordinator
10:40,Night Watch,Night Watch,Night Watch,Night Watch,Night Watch,Night Watch,Night Watch,Night Watch,Night Watch Support,Night Watch Support,Night Watch Support,Night Watch Support,Night Watch Support,Night Watch Support,Night Watch Support,Night Watch Coordinator
10:45,Night Watch,Night Watch,Night Watch,Night Watch,Night Watch,Night Watch,Night Watch,Night Watch,Night Watch Support,Night Watch Support,Night Watch Support,Night Watch Support,Night Watch Support,Night Watch Support,Night Watch Support,Night Watch Coordinator
Saturday,,,,,,,,,,,,,,,,
6:30,,,,,,,,,,,,Bus Departure,,,,
6:35,,,,,,,,,,,,Bus Departure,,,,
6:40,,,,,,,,,,,,Bus Departure,,,,
6:45,,,,,,,,,,,,Bus Departure,,,,
6:50,,,,,,,,,,,,Bus Departure,,,,
6:55,,,,,,,,,,,,Bus Departure,,,,
7:00,,,,,,,,,,,,Bus Departure,,,,
7:05,,,,,,,,,,,,Bus Departure,,,,
7:10,,,,,,,,,,,,Bus Departure,,,,
7:15,,,,,,,,,,,,Bus Departure,,,,
7:20,,,,,,,,,,,,Bus Departure,,,,
7:25,,,,,,,,,,,,Bus Departure,,,,
7:30,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Bus Departure,Meeting,Meeting,Meeting,Meeting
7:35,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Bus Departure,Meeting,Meeting,Meeting,Meeting
7:40,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Bus Departure,Meeting,Meeting,Meeting,Meeting
7:45,,,,,,,,,,,,,,,,
7:50,,,,,,,,,,,,,,,,
7:55,,,,,,,,,,,,,,,,
8:00,,,,,,,,,,,,,,,,
8:05,,,,,,,,,,,,,,,,
8:10,,,,,,,,,,,,,,,,
8:15,,,,,,,,,,,,,,,,
8:20,,,,,,,,,,,,,,,,
8:25,,,,,,,,,,,,,,,,
